uuid,predicted_label,final_score,actual_type
74f63ea605cc081e7f57d23d3b78ab6669c2f641,FAKE,0.282,bs
755c632c844734ca8474f8197dd459805e51e844,FAKE,0.122,bs
762054cd8e86dffb896f372ab64743fff4d98606,FAKE,0.082,bs
7677cc1219be7c6d70d7c61f136f938a62e084c5,FAKE,0.522,bs
76c5dd56ea6de48fcd6503b07d06a63407808e0e,REAL,0.740,bs
787d6b67fbb3365bfcab0eb53be5f311381c8ca6,FAKE,0.376,bias
787eac34284b6e7b214288c12362c1ec231f87ac,FAKE,0.242,hate
78ea7e7d34d7da2ba484674ad024e0951f46bcfa,FAKE,0.220,conspiracy
79398876ccd4164ece22d4b3b7ad1a0e95ac9c33,FAKE,0.602,bs
7a57c087f8aa4b5c0b859cedda4f4c7c4bc0523e,FAKE,0.562,bs
7baacc0d3938077e09f8af79eea0d8ab96e8b471,FAKE,0.362,bs
7c2404d7ebb464fcf1605c6e98b49023abab1756,REAL,0.932,bias
7dc33bbbda3c460e59627e84cb434bf0874e3fb3,REAL,0.920,bs
7dca1c18a652555d59c1b33e2ccfdacc9430d403,FAKE,0.402,bs
7de8ae90eee164eb756db6c8a3772288e11d7a94,REAL,0.824,bs
7dfe3b0a85d4f96a3d024615267629ee56d9846f,FAKE,0.126,bs
7e1f08bf510774e20560cea25d669c7e6b4f7c03,FAKE,0.362,bs
7ec7defc09671c39cb69c82e76a46a847d0371d2,FAKE,0.122,bs
7efa0f58a2b818d88cd0e7a94d19d39e4c587700,FAKE,0.580,conspiracy
7fadda45fd14d9c36691a4fbf9baa2e05cd5cffe,FAKE,0.560,conspiracy
80335127c2fdaa7d690c4f8d7287888f9b72bb2e,REAL,0.720,bias
804b58ee3f656c7a63cdf0d80d6a48134fdb2a4e,FAKE,0.374,bs
808b0a40a9969c607d47b2ecd68232082694408b,FAKE,0.362,bs
80e7766419f2f6d2d634bf8527d2e5d8d1db78f5,FAKE,0.242,bs
824bcc166ec1fd9f491d3477d3fdbc0f2b3616a8,FAKE,0.202,bs
828063984305bb4a5d8c6dac38098783bfbb3559,FAKE,0.362,bs
83d0c3526c8a21ce97a444f70caea44a6006d281,FAKE,0.522,bs
83f5170e5aec62641ba437c5d0c7a1a431975c2f,FAKE,0.442,bs
84adb51a56b1186bf2c0baac824c40106d397a83,REAL,0.792,bias
84ceaf25dc63e176572c9d628d2ad5dd717177b0,FAKE,0.082,bs
8554a69aa72a1b278ca7dd5cb53b5db32b03b11e,FAKE,0.340,bias
8579998b0f50c19cb160d10a58e0b76caf6bdd31,FAKE,0.402,bs
875adf4003641588db1ba1e793e08d2e404e305d,FAKE,0.560,junksci
8772e0890972480212c13c74430d727f51accebe,FAKE,0.560,junksci
87a2b83f38fdc9a51ddd2b07bd2224975d37715e,FAKE,0.082,bs
886725fc85a72ca8afd33290e363cdbc5ed846b8,FAKE,0.082,bs
890efc8718b663dcf58694e00921143d2676bf87,FAKE,0.282,bs
893f398aceeccb501ca72e0f6acfcff25f0a15f7,FAKE,0.522,conspiracy
89784b5d25e7be4a2aeea14c00b9d94ba3733e69,FAKE,0.220,bs
89af1ff89ab0819c6f742e660cf557c24d230cf0,FAKE,0.682,bs
8b40cb41a36a298a9fa496f73357609f1def3acb,FAKE,0.082,bs
8b4db88993770ecc5c55670ab5f9c4666e4484c5,FAKE,0.362,bs
8b5b3178593b226827a219f24539bc81226f8a85,FAKE,0.642,satire
8c04f9df00d525600de716e7db1ba66a4a33a958,FAKE,0.242,bs
8c5364d174b94636c567225ba97293212f6301c8,FAKE,0.402,bs
8c6678322c8170b3124fe80995ae7b9891644040,FAKE,0.322,hate
8d2ff953bc1564a99ae363911525caacb5842629,FAKE,0.442,bs
8e11327f0341448abd4e9e61b2eb16d472eaf70c,FAKE,0.202,bs
8e781838d000747f159bd706c05e6162ba6caebf,FAKE,0.282,bs
8e93fe8b09474daceaf7b560592ab995763252c8,FAKE,0.460,bs
8e9816445ed60170ee38652185e77c8773cf9c02,FAKE,0.282,bs
8f64c17b674aa50f0aa89362c487111f222f8b0a,FAKE,0.162,bs
8ff4b8c42c87363b1ab43fab228e591713fabc14,FAKE,0.620,bs
8ff85f917e55f0b2b9a304b37222013a4967a20c,REAL,0.800,bs
8ff8bcb8b0952695bcebc76a6cc77f638d66705b,FAKE,0.580,bs
90bb6569ae33ad0afefb87d2d12e5ee33b9d0de8,FAKE,0.242,hate
90e28c41c3d59966a49f0c68e89a09c3c480abb2,FAKE,0.642,bias
9175c4026e3427941a780a8a33a1e86aa05e670d,FAKE,0.442,bs
918775fedd42673861ffe0ff82fda1c52372f303,FAKE,0.500,state
92493f0ccd1702f317a97a38dc6af72520bd863c,FAKE,0.242,bs
92e494aeee5e1b3b78a4997b3f28b1a49a1e02f1,FAKE,0.202,bs
939c081b02d12dcff88f9cec1014539906becb57,FAKE,0.500,bs
93dd1fa811db4f5f185573370134151b0fef1164,FAKE,0.420,state
9405ee9f1c522c0649dc2fd82be2f16b9fb7a2b3,REAL,0.700,conspiracy
943ee181b7e530b7fe3b0fc259460282cb5bbe1d,FAKE,0.367,bs
94d222a99e7f2f25cfb5491bc2396705c4c9acbd,FAKE,0.522,bs
95234c8b14f4c07f8ed7626196249f5c9d0c85d8,FAKE,0.522,conspiracy
9607479b0ce61a65aea00bec0829334d6f62791b,FAKE,0.522,bs
975ed9103be11e56b3b8e25904a9eeb8ac0cc28b,FAKE,0.402,bs
97a40d1daec7128514ab1388da0c6b12d115bf78,FAKE,0.122,bs
97c74cfe4255fd7d7d4f9a6a76306263948646a1,FAKE,0.122,bs
98fd720491b41c8e8fd10bf39de4d282d9a0e94a,FAKE,0.082,bs
9901ef6ca870f008dc9cfb695a02f58b005b11e4,FAKE,0.242,bs
9a5a7228bd240c57528b22f4c6ecb6cd666d1da6,FAKE,0.082,bs
9a8c817fc512a8af8f096f9471bf3c2a747eb1c7,FAKE,0.420,conspiracy
9aa6cc72339e25d36cc43ba7a9deae1996f3d2e9,FAKE,0.642,satire
9ac763fc36d570571622ee5bf2c0293e7140a3cf,FAKE,0.562,bs
9adf7330e552d30d45741200b1378f483a6a83e9,FAKE,0.522,bs
9b44c58dad0483092a0d8f7e18963069ac084c5f,FAKE,0.082,bs
9b44f97dccf9788f11eb2988db985c3b1a7bb3a2,FAKE,0.122,bs
9c51485e2a74244b4cb229fe956245dc1fa6959c,FAKE,0.122,bs
9c797cb8c97fb3725ca7a6fea337a78022dec431,FAKE,0.442,bs
9d324f68a215a06c9c979b7b341567432b8da2ad,FAKE,0.362,bias
9d4ebb07f432bd8db5c632c4c9afdf05d497190d,FAKE,0.122,bs
9d7d9759c6f02aa491f223b51ee4658b347aac42,FAKE,0.282,bs
9db1aa7c8f18834640fb338b4bdf504d4499e23a,FAKE,0.362,bs
9e303727d336692c7c8bd4331df43ca1a98f05ed,FAKE,0.180,bs
9eab0639997db0dad9572ab7a653a6bb33183516,FAKE,0.642,bs
9ee6928241864607dbaa484bc85f65c525f84b2a,FAKE,0.242,bs
9eea614efdad6d5ef6a8c7f2ec4079aa60eecdfa,FAKE,0.562,bias
9f21e77bfbb8aba5e03d79265a4cb0375a4ba52c,FAKE,0.122,bs
9fde2a9b5f6cc2688dce1560fd37dcdcb69557e9,FAKE,0.122,bs
a0293d299c3cc219add6a3430447721cccffa09b,FAKE,0.122,bs
a05c172d7fa25c0de683aeca5f2a32ccbd0e54e2,FAKE,0.282,hate
a07153627bbe6478fdff881737915fe941efd506,FAKE,0.522,bias
a0a3b30b590882ba3da26d114ab263f8d3ae1ef7,FAKE,0.442,bs
a0ef6632a41fb4d8d6cb1f1c4b86730cc62bf8c4,FAKE,0.220,conspiracy
a11cc40fa0cd9d0b8d7fad05718d9f3096c5830e,FAKE,0.122,bs
a13207d9f7fe70c549568c6e37e329e34dbd34db,FAKE,0.441,bs
a199f22e3290c7c29ee28a12633a2e98950005e0,FAKE,0.642,bs
a1e27fb9e5c5c50398d7826d09cdf038cc9f4750,FAKE,0.660,bs
a3be31d33efd0b74e0fb8d06f4ed0ab108c6e04a,FAKE,0.122,bs
a44d306804adb4f247318034023bc7edebd72617,FAKE,0.660,state
a4a6ebca2b6526af8143e260ddcd77e4ed91c2bc,FAKE,0.282,bs
a4af4b33d43fcced5f80c630d0a6cc7e8260f772,FAKE,0.682,bias
a5817c30ca347d26192f82fcff0ec8d054412d9a,REAL,0.760,satire
a7d6fd8dac6b4873869e6e308dec11cf470a8776,FAKE,0.242,bs
a7e0f31c72de2794822b0588da2d1a1b29ce919e,FAKE,0.242,bs
a84d91a6b6f2df455b0a911b90cd176f50e4cbae,FAKE,0.642,bs
a8888cd9f5c2ba35c2b3b4dda1971e99e7dcb458,FAKE,0.180,bs
a9102d767823c11d116f95c2fb00c8cab35adfb0,FAKE,0.260,bs
a921b8cc7cc0e9c6e67415abdc0dd2277e73eea5,REAL,0.740,bs
a930d3efa7dafb5a9cf87e4ddec28a63e3a95369,FAKE,0.340,state
a9efba05a81e5b106ac2a4b12bd39615e402bfb9,FAKE,0.602,bias
aa956f07dcb374cddd879680274c880d906f66f3,FAKE,0.562,hate
aaa08f30b2b544ce3c0678614f0da2fa34a20c70,REAL,0.740,state
aaa889ea5e7617706b7b3068d43b0ace2970faec,FAKE,0.482,bs
aac0a54e592b7c1ca8f6c8e14b96dfa7de9dd792,REAL,0.820,bs
abe7702854addeb05e39240c13eb8ef03b99b42b,REAL,0.776,bias
ac0ad1286817f7b616dc03cb5bcaeda6c79f3bef,FAKE,0.082,bs
ac4506fd871393855875c4e84299c123046fe9d0,FAKE,0.122,bs
ad37a27a3ade296e59646080226172f8841b9644,FAKE,0.482,bs
ad3f10f2ed5850657f43702a7c8a4a8f837e2580,FAKE,0.322,bs
ad7cd6224912c388b038ca5cfa8639c4c057319f,FAKE,0.562,bs
ad8dfec9b32a252634606bacfb57457675379ebe,FAKE,0.260,bs
ad93b7b697556f388bd7f34bd57331a895fb8848,FAKE,0.560,conspiracy
adb1d66e3b41ce73354e158ebfb43df88fc7bea5,FAKE,0.602,conspiracy
adfe0d57ef7c76759e442ebca522bccdea1a73a3,FAKE,0.242,hate
ae77b87f7b49c61976eecd8454518b651712dd4e,FAKE,0.560,satire
ae80fc789ca5160c2c060ca8e5cb109c6b1bd260,FAKE,0.642,conspiracy
aed79af19ca2f758e770e1e095087fb83ea7b013,FAKE,0.602,bs
af382ae9b7e0510eba25853f1000dcf650e00bd2,REAL,0.774,bs
af5485b8f6bf8230c2bc75511244767dd5c76cc5,FAKE,0.322,bs
af9615acde9b8fb236be519ad33606c0731dd060,FAKE,0.482,fake
b051bbbe8ce9e04890fbc805e378b60d27fd6a9d,FAKE,0.242,bs
b05ce32659b9ab6a2be9925612da3e738201b3ba,FAKE,0.362,bs
b064607a430eb11a1d9e140f2fa8cc4d064d53f7,REAL,0.792,bs
b1396d7d40ce7f3a58de9058d996ba0a3d3f317f,FAKE,0.402,hate
b1626cbf90d0ac4c0617f67982e5001cd5712489,FAKE,0.562,bias
b19532ffd376286d580d341dcbb848ef06a81f4b,FAKE,0.082,bs
b212369835b78e3b44da786c50a32991ddfc9f30,FAKE,0.122,bs
b231d9d96aba9c17c1f458a6d2b6fdee8ab2add8,FAKE,0.180,bs
b23c68b588679f3b2ac663e6a9f4fd915fc89fcb,FAKE,0.282,bs
b28ebbbfba076a7b258243398ce7f7d905041ad8,FAKE,0.642,bs
b31e6d75cdd417e0f044d6f543ba6556e85145e2,REAL,0.932,bias
b3c91b9f542b7b75836c7d36768148c4e4c05f09,FAKE,0.642,bs
b430870d94cd65be98f470127ce4b62588d7a343,FAKE,0.122,bs
b4750b317a6267bc4d29f3725cd20f0f1725b42e,FAKE,0.402,bs
b4c1e92dd5bcc47bca16fdf32312e905bebacf27,FAKE,0.122,bs
b4c41f35ac87fa40cdb4af0d6563fcce7f1bfe5e,FAKE,0.242,bs
b4cbaaff18c6b854936125e4d235dde1dc4cad2c,FAKE,0.560,junksci
b4df2db1890365197cb375b0bd13ef0c948055ff,FAKE,0.580,bs
b511d5aae94bf1343fe737667986fc5edba35ea9,FAKE,0.560,conspiracy
b5939c5a4de92eea2160fbcacb2fe57a4f5297bf,FAKE,0.362,bs
b5a7f011465c004cbab6bd8a7fc180ba4a20a747,REAL,0.700,bs
b5fd0cb3f5c6583a9ab419f8b5d39f9e04ba4055,FAKE,0.562,conspiracy
b64afcd4209ef224bf981657d84d30b3bacf626a,FAKE,0.562,bs
b722a20e8a6b5802f9d83a4ea65e9affd6547ad9,FAKE,0.522,hate
b72c1de7fdf374495b2ff1f78689611c9c859129,FAKE,0.522,bs
b7462690f34083507f2cb837ce448073b003f363,FAKE,0.122,bs
b7cdcd7780605103a41a3a3b325b6b1e48ffc565,FAKE,0.642,bs
b7d67ea41c1d126af75fefbf15454f935bc5fd7a,FAKE,0.223,bs
b89c56655daaeb96eca7f3cd9c755c42674aa338,FAKE,0.602,bs
b8c5fb7c02f7fb64c4307fd1debf05dc1120a88d,FAKE,0.242,hate
b917b46b3972031c43d2e79afcbe6ecea4513aaa,REAL,0.700,bs
ba17935949d078a0c19f25f53cc52bc6011761be,FAKE,0.282,bs
bb33501cef91743176e9e7599a3b8529e8594ee5,FAKE,0.642,bs
bb696e1339cbbc60acb94d2a6c7ba0e8f3b585de,FAKE,0.482,bs
bba847b7f2e9866b64ebbfea2c6c8b9e1423e974,FAKE,0.282,bs
bbeaeb09f7b2e34bf2e510fb0ddee19c1f756111,FAKE,0.402,bs
bc132bfdc8ced48e4f6a45028444133d429df547,FAKE,0.500,bs
bc8195081a61cae6f37d9d42263710bbab4f399d,FAKE,0.660,satire
bc827cc621edd2376bfaba5a320514d48d678c6a,FAKE,0.642,bs
bcd4705393a6f8c8f9d35475ece7d33c77221e08,FAKE,0.122,bs
bcd511ac8a331602038e41a1342119fce65e058f,FAKE,0.384,bias
bd2d9fcc00a113ae7fe4e610fe92e639dcec1566,FAKE,0.242,bs
bd76284411d101afa8cfd487899735cada39f07f,FAKE,0.520,satire
bd8b9b1b74b7b2031d5895f5965ebd4658b68803,FAKE,0.642,bs
bf67e0e92f4f949bde2573c69a4049aecf773b99,FAKE,0.082,bs
c0142d6ddfc8e8f8534a648a5984c98d36d3ded0,REAL,0.840,bs
c0181fddae5f6bbec8a2355d10a46803a229287b,REAL,0.821,bs
c061208805a9b2cf05a776d2281e6eacfebffa3f,FAKE,0.442,bs
c16747e86584a5e685ac0ca66a11292e0277777d,FAKE,0.202,bs
c16e193dc8e933bd265433bb6805125c612f3db4,FAKE,0.602,bias
c19c6dcdc1a385e07b3ce913730160aeb983df49,FAKE,0.180,bs
c2aea1e4cf07892dff45318f3aa5b6e421c986a0,FAKE,0.442,bs
c2f2155b5ff2ff6a28bd1f9a107791631c94ba75,FAKE,0.220,bs
c377090626be922b83690bdab4b6b309699dc332,FAKE,0.082,bs
c3c265410c877aa3f099a161f33cc7605d4c0cda,FAKE,0.442,bs
c3da8e5b233287db79570f7adcc8811547f5e7e0,FAKE,0.122,bs
c5d798cceebcf6b5e3534a59b8877aa20f225e43,FAKE,0.082,bs
c65333af24a25c602acdeafb07ee6e35654f3e12,FAKE,0.340,bias
c70b10e61a8c23a1613a5a64f55a9533e047d95f,REAL,0.722,bias
c7290bc70dfb9e9d5e1a703a451e4a00afa8e7ff,FAKE,0.082,bs
c88cc0a4e3da42b5200191f6b268942025417f7f,FAKE,0.460,state
c8bbae85259d487a37fe65c5d4b58e777683ad8b,FAKE,0.122,bs
ca2d6feb9fc5ada99925730d79416d1b2fc89f7c,FAKE,0.602,bs
ca71caf47ee1b24b58aba33542507a759be69239,FAKE,0.482,bs
caac2c8e2024f0876f6eed17b6585743a2e1aa65,REAL,0.700,bs
cacefe3c7b330da03852bf7231b236f4eeb4d1f7,FAKE,0.522,bs
cb1b38aa8122a1f7767f1129c4aa28c7c7d71c98,REAL,0.760,conspiracy
cb7be234128a36706486923b85361645cd6aef82,FAKE,0.602,conspiracy
cbd5f52e70642cb8c1a4dcb8bb91ad04865135c6,FAKE,0.642,bias
cbe562c1468a8ed28869dd89e3dacaa8b9506f06,FAKE,0.491,bs
cc2b39ad7ca0505e3e5571df996e906733d689f5,FAKE,0.322,hate
cd0262c68cec7911fa355e48feb7713b812f0605,FAKE,0.548,bs
cd2c8af37e880b06f197d22cac536f87ef2d23f9,FAKE,0.242,hate
cd8bb1ae426287f3a63c2979b3b5dfb0277b10e2,FAKE,0.560,bs
ce4ae72b87602f679c1bc9ae94035e7703e48fe6,FAKE,0.620,bs
cedb1a4a683d2f7bac15a1ba41d7e3cd752fc4cf,FAKE,0.082,bs
cee205a1cb59f444be7c27ebc259978007775067,FAKE,0.562,bs
cf71857ce8c496d4749c7665e2fe009c375fb608,REAL,0.720,bias
d06afc67733add3191a3d72764e2592fa51fd621,FAKE,0.482,bs
d09c53c69de0522e183c2925fe595a3ec314929d,FAKE,0.462,bs
d0e35c5c4c13e799e3aa49f98983dde90356309b,FAKE,0.122,bs
d1e8f0cac6ad568f416ebb9b3593af519391e5ba,FAKE,0.082,bs
d290a0a5a25d46d16373ee9e05b1ffdf2fbd3645,FAKE,0.642,bs
d29406e4c6f1786d32d22a3887962cdfddbc4acc,FAKE,0.282,bs
d36fb0309cc445444a91345f80880143b994ec37,FAKE,0.082,bs
d39db74f94b15a998af4159462799af0a185dea4,FAKE,0.660,state
d3d26e44192386663f0ad48f6a4620d366a602e4,FAKE,0.242,bs
d402d59d43ab2c7d6410af4a4ae4bc64e7bc9dc0,FAKE,0.082,bs
d414680a6b1ef737053c20281c78f7753be24936,FAKE,0.290,conspiracy
d41fafd03cf31e414d0d03a52eb344a2546f1c27,FAKE,0.370,junksci
d495a3ca0681fb960c7aa8fab679e1750e465ee6,FAKE,0.242,bs
d4ca28fd18bc64485e706181ea9fc9ac3a79ab9f,FAKE,0.082,bs
d62e1408a05d0489f3388daacd437d60c402b7c1,FAKE,0.440,satire
d63974872672b07a2501213b2287de23087c99ee,FAKE,0.082,bs
d63ef82141396bbc72150f4b4eeba9d6f4ed3462,FAKE,0.180,bs
d67e95466b062558901afe7ba271965cf1b8c4d9,FAKE,0.460,bs
d686873e40ee318659edc201b83deeb91ce0d165,FAKE,0.122,bs
d68c309615aa4eedec9753b9196f5752c3cf1089,FAKE,0.442,bs
d704a03a2b3366f29af2af9a899b6e46226238e0,FAKE,0.402,hate
d7b5fb35a2b645fd7ad02192d16a3bc9c6ca48f6,FAKE,0.402,bs
d8603d138cd094574a56583a2f10cdede9a6575d,FAKE,0.122,bs
d8c9273e0a0f8cd694017fbe0109930c0718cbc1,FAKE,0.522,bs
d905e5d1973687a928621b64325a1a196736f374,FAKE,0.293,conspiracy
d940d6107a1acd39273fd53cffa3e21eb18a4bb2,FAKE,0.082,bs
d9d688e88514fbe86eae6d33dc315a8d474bb96a,FAKE,0.122,bs
dbcccfe031a2910a07cee5355b48c5a6f6cb1802,REAL,0.786,conspiracy
dbcce1b01ac8d83098b30eaf70846b2ab115adc2,FAKE,0.362,bias
dd1ded120e851feae05621e36769dbdbcd067a5a,FAKE,0.522,bs
dd554668593596f75073a4618f798c6764d1cb5a,FAKE,0.402,bs
dd71d221c2c87639cd08c06c63c5999bea7c9074,FAKE,0.322,bs
dde69bb7de955c724d50a065f0260f3996bb7209,FAKE,0.402,bs
de0bed62278af17c1003638d7ca7a2aa14142e18,REAL,0.932,bias
de1c0cbc73045e02b045528b55073afbdf3b09c3,FAKE,0.442,bs
df05b1b1cd17f658ebaee21bffaa30659c12fb84,FAKE,0.362,bs
df0684c4e603c028a08c3106d99d28c3ad516ca6,FAKE,0.162,bs
df65c51ab1d3b94525917637b253648ef5af05c5,FAKE,0.482,bias
dfce0c32a327572de8deaf1a1d8d2300bf3e05d0,FAKE,0.442,bs
e048b82be1b7602b410bd84fac80ab4ca01fc7ec,FAKE,0.642,satire
e08e12ba88bab188258c4ff47f60a2b65e07aa23,FAKE,0.642,bs
e092b5dfa9c5301b63193ed433d8f3d574d7c668,FAKE,0.482,bs
e0d8010c8448387cfa381fec84f42046c674bc7a,FAKE,0.122,bs
e106e7c13d76222c7ff1ef19dee9c7cbf9c9c4ef,FAKE,0.460,conspiracy
e12fedff8a4a6847a68812639d4e8af79dcab2e5,FAKE,0.362,bs
e171a630d2365fc4a304986361e3509eba10c63c,FAKE,0.482,bias
e19bc0ecad55bdd651ea9f77b7857b6198c38d79,FAKE,0.122,bs
e1d2d3e5cfa08b29412c365a25177c083a2a5961,FAKE,0.460,state
e36fd193572a2cb864b426020ad1018a6c8340ff,FAKE,0.580,state
e3b729d3e2d05efe1e84098ff157389a9add5111,FAKE,0.122,bs
e6cbc509f44b8da6c2a356ae1ef9f95903ed0472,REAL,0.722,bs
e74380d0ddbe181392b37a09228fdcc703d1ed5d,FAKE,0.122,bs
e74a2f8edd38f0eb9ec78803c5f6f62ea3f31262,FAKE,0.242,bs
e75f1e85aec396a69fcd3ba60a4039f668d0922c,FAKE,0.340,bias
e77a44e75d15450c97b8d716136590c8cd0ac283,FAKE,0.640,junksci
e7c27ab1d30b716cf9d6a536e45d805d55016564,FAKE,0.082,bs
e8177f9b0d85aafeb40d5a12e2213e6c41d58bec,FAKE,0.282,bs
e83f8e416a43db74b46b7b78ebe910bbb02aee43,FAKE,0.680,junksci
e95c6fec6901512545319df50c8ec298ac805aaa,FAKE,0.520,satire
e996978f2f952fbb4249023e1488454e43592b5b,FAKE,0.522,hate
e9c9e7835e7823441d477be3570f911980002d91,FAKE,0.082,bs
eb47acef77e5a0b6576f9ba190f92d537b2ffbe8,FAKE,0.242,hate
eb785075d4cf7739b18fd54756706d955cc9f5c6,FAKE,0.122,bs
ebbb942754fc3b4c57e59008587eab7588147852,FAKE,0.242,bs
ec1b799da9e80e1c958542fe7459ea44caa9c47c,FAKE,0.620,bs
ec1f300f9f28b6f9f64fda261b5fa45b9a44f5d6,FAKE,0.602,conspiracy
ec4771cb77d245b920fc9accf7dd654c38aa7544,FAKE,0.122,bs
eca6c0017ba576e08887c367ec0ae74599816f82,REAL,0.932,bias
ece9a79391801abca37e26d50515168759646ce6,FAKE,0.522,hate
edafd38401cf0f37ccc4f227b9f9e9fd3af274d0,FAKE,0.322,bs
eddaaf8ae13d650e9e7081807a7f21aa3aa6290c,FAKE,0.242,hate
ef178bc7fd0636c3defe9563b5e411b87fe33864,FAKE,0.380,conspiracy
ef8550609dee5831accd6a73bb106105076b85da,FAKE,0.082,bs
efd47bdb2cc30d8514a7e2ad24d2a35b65b7d1cf,FAKE,0.602,bs
f01e866bea1424e69e91150bb4d01b7166d73eec,FAKE,0.642,bs
f139aa775e140fa4c60ff4eb0a855301ebf555d5,FAKE,0.122,bs
f15eeab33406dc07513c8e7bca44c0a9f5e658c7,REAL,0.700,state
f2ed1116fb3cd59d6f9c68d07dfca2bdbba52392,FAKE,0.322,bs
f385acf00efafbee9a76457de031e5c7a4fe8cad,FAKE,0.360,bs
f49f476afe6f0997f5405f23f998f5c8f74555e2,FAKE,0.322,bs
f4cfaff903a1ab1dd704278422a76057bbc32da4,FAKE,0.602,bias
f557f41b568a18029d6354bcf0fa963c98477b7e,FAKE,0.340,bias
f57f73812d225e84da7c64adfbb17dcfe4c3ab2b,FAKE,0.242,hate
f5bc59b9025c3fae2977771cfaa4a064978d9a29,FAKE,0.500,state
f5c66fd769c8ab418190e348fc4d9967f61a69ea,FAKE,0.560,conspiracy
f62d4af4d6762f1e03fc0b0b65930b339ff69daf,FAKE,0.522,bs
f6e7ec12a973859e64a9bc316796ed3ffe0470f3,FAKE,0.322,bs
f77cf2a296dbce764d27e631f66ac3cef37c83e6,FAKE,0.122,bs
f7a72dd1d0e1f196d1b00ed7cc86d1617e69c0ed,FAKE,0.362,bs
f8105c872d7a99b8c39a559e8005d368910e98d8,FAKE,0.602,conspiracy
f9794c4b37e9318e511d2ac03ed465be7c5186fd,REAL,0.960,bs
f9d6458d94964958e743542c9a046201d5ee597f,FAKE,0.270,bs
fb3c9eb8a12017d63d959c760d321c0841ed1b8e,FAKE,0.522,conspiracy
fc4651abd67645aae9dca7ea1d46d3817bea21e5,FAKE,0.522,bs
fc5993f8a28a1d4997e03ecb76ba4fae6ca96f27,FAKE,0.122,bs
fc812991872da071d8a0dc50e0989ac4884359fa,FAKE,0.552,bs
fcc803ad94bdca0a90a8ee5163eb02b31ae4194d,REAL,0.796,bias
fcf38dc406bf81f0e85b2ca7ac8ab71c031d1f0f,FAKE,0.362,bs
fd0dca14671827bf9c9450bdcb0a41cf075d46c2,FAKE,0.658,conspiracy
fd22d8064596225f2a836dbb3f03dee4129b7125,FAKE,0.282,bs
fde9a9441c55e2aa15c148f064880d744a8f9b94,FAKE,0.122,bs
fe070842076caeed33954c33d99e264a63f7d50b,FAKE,0.122,bs
fe5c33cfd37b2169306ec1819841f451941dc87a,FAKE,0.602,bias
fedf62fa1250ce475b1d9904ee315fa65eaec17c,REAL,0.762,bias
fef8c5c8ac92ddc547cff662d0a6e6da88c40d11,FAKE,0.680,bias
ff94ae946dff7dd37b9e26bb9db59cc661891fc8,FAKE,0.650,bs
ffe41839ac12beddddf7cf4a59e799103ad30f9d,FAKE,0.362,conspiracy
